line_id,ord_id,ord_type,prod_id,quan,u_price,disc_pct,ret_q,ret_dt,rcv_q,rcv_dt,qual_rt,status,crt_dt
138,398,PO,66,62,656.7044941,0.85,0,,,,,Shipped,2025-08-30
139,422,SO,69,9,593.7276363,0.36,0,,,,,Pending,2025-08-30
140,498,PO,6,76,20.54434669,0.27,0,,,,,Received,2025-08-30
141,209,PO,28,54,880.3067353,0.15,0,,,,,Draft,2025-08-30
142,145,SO,75,56,582.8974717,0.70,0,,,,,Received,2025-02-17
143,61,PO,39,46,199.6540047,0.03,0,,,,,Draft,2025-02-17
144,299,SO,63,73,833.3390189,0.82,0,,,,,Pending,2025-09-16
145,55,PO,61,8,845.4432724,0.20,0,,,,,Submitted,2025-01-31
146,28,SO,92,92,320.8669232,0.66,0,,,,,Cancelled,2025-01-31
147,397,SO,24,91,807.5834737,0.11,0,,,,,Submitted,2025-01-31
148,15,PO,36,87,105.6086259,0.49,0,,,,,Received,2025-01-31
149,337,PO,49,29,326.0589676,0.42,0,,,,,Submitted,2025-07-24
150,153,SO,88,92,108.1049481,0.12,0,,,,,Draft,2025-07-24
151,17,SO,4,38,82.66129372,0.29,0,,,,,Cancelled,2025-07-24
152,60,PO,36,11,783.6319251,0.38,0,,,,,Received,2025-08-23
153,153,SO,23,36,711.3933594,0.55,0,,,,,Draft,2025-08-23
154,457,SO,31,20,901.9897914,0.44,0,,,,,Completed,2025-08-23
155,389,SO,3,27,973.7051235,0.83,0,,,,,Draft,2025-08-23
156,365,SO,51,27,447.0803768,0.60,0,,,,,Cancelled,2025-08-23
157,378,SO,78,7,262.9916088,0.91,0,,,,,Completed,2025-04-30
158,126,SO,70,9,844.5058547,0.59,0,,,,,Pending,2025-04-30
159,302,SO,4,34,879.6130826,0.86,0,,,,,Received,2025-04-30
160,411,PO,9,18,974.0826655,0.90,0,,,,,Completed,2025-04-30
161,344,SO,53,96,199.3716448,0.86,0,,,,,Cancelled,2025-02-16
162,291,PO,93,15,87.92661368,0.95,0,,,,,Shipped,2025-09-14
163,209,SO,44,32,781.8143611,0.20,0,,,,,Shipped,2025-09-14
164,294,PO,1,5,709.6014609,0.79,0,,,,,Pending,2025-09-14
165,203,SO,96,3,107.4670072,0.22,0,,,,,Cancelled,2025-09-14
166,277,SO,49,26,477.3406201,0.85,0,,,,,Cancelled,2025-09-14
167,76,PO,14,18,863.3007328,0.26,1,2026-01-08,,,,Submitted,2025-12-12
168,478,PO,66,94,371.7718642,0.45,0,,,,,Cancelled,2025-12-12
169,476,SO,26,55,22.18432484,0.82,0,,,,,Submitted,2025-12-30
170,195,SO,38,2,758.7518888,0.23,0,,,,,Submitted,2025-12-30
171,491,SO,64,22,784.1912201,0.16,0,,,,,Pending,2025-12-30
172,436,SO,12,11,619.3279876,0.64,0,,,,,Completed,2025-12-30
173,207,SO,44,50,305.453496,0.88,0,,,,,Submitted,2025-11-30
174,286,SO,50,43,435.5886327,0.56,0,,,,,Pending,2025-11-30
175,176,SO,99,6,964.4464183,0.34,0,,,,,Pending,2025-11-30
176,247,SO,33,5,672.9700649,0.05,0,,,,,Submitted,2025-02-04
177,149,SO,94,12,277.4382081,0.94,0,,,,,Pending,2025-09-02
178,258,PO,62,19,131.8043932,0.32,2,2025-07-14,,,,Completed,2025-07-05
179,171,SO,56,66,936.2632736,0.84,0,,,,,Cancelled,2025-07-05
180,49,SO,31,80,634.5018953,0.28,0,,,,,Draft,2025-01-07
181,315,SO,34,19,405.1124449,0.26,0,,,,,Completed,2025-01-07
182,252,SO,74,39,336.3584911,0.11,0,,,,,Shipped,2025-01-07
183,410,SO,20,50,71.8443384,0.14,0,,,,,Completed,2025-01-07
184,423,PO,4,40,179.7942315,0.45,0,,,,,Completed,2025-01-07
185,285,SO,12,37,737.1991935,0.18,9,2025-05-16,,,,Cancelled,2025-04-23
186,162,SO,26,69,701.7135086,0.48,0,,,,,Received,2025-04-23
187,72,SO,52,16,766.6506756,0.34,10,2025-05-19,,,,Completed,2025-04-23
188,342,SO,44,20,115.1066114,0.21,0,,,,,Received,2025-04-23
189,103,PO,47,79,189.5048573,0.63,0,,,,,Received,2025-04-23
190,248,SO,86,65,648.089282,0.76,0,,,,,Pending,2025-12-14
191,45,SO,86,72,463.9108094,0.10,0,,,,,Draft,2025-12-14
192,334,PO,100,10,881.026851,0.19,0,,,,,Pending,2025-12-14
193,170,PO,3,6,230.9736366,0.19,0,,,,,Pending,2025-05-05
194,310,PO,82,22,885.5646416,0.02,0,,,,,Shipped,2025-05-05
195,59,SO,54,24,743.0727002,0.61,0,,,,,Shipped,2025-10-07
196,316,SO,15,42,464.2635686,0.39,0,,,,,Cancelled,2025-03-12
197,28,PO,99,40,498.3239199,0.37,0,,,,,Draft,2025-03-12
198,215,PO,2,4,607.7192957,0.48,0,,,,,Received,2025-12-31
199,23,PO,25,41,63.04925462,0.18,0,,,,,Submitted,2025-12-31
200,345,PO,6,93,334.7539803,0.44,0,,,,,Completed,2025-12-31
201,28,PO,75,25,875.918574,0.33,0,,,,,Submitted,2025-12-31
202,183,SO,85,59,533.3601568,0.76,0,,,,,Completed,2025-02-26
203,352,SO,4,63,650.5226717,0.95,0,,,,,Cancelled,2025-02-26
204,160,PO,59,7,964.0257948,0.36,0,,,,,Draft,2025-04-18
205,396,SO,87,71,617.5596482,0.50,0,,,,,Pending,2025-04-18
206,4,PO,53,99,676.9780737,0.63,0,,,,,Shipped,2025-10-15
207,64,SO,99,39,454.2362751,0.60,0,,,,,Draft,2025-10-15
208,408,SO,33,14,200.4782414,0.62,0,,,,,Completed,2025-10-15
209,328,SO,6,26,158.1873446,0.44,0,,,,,Shipped,2025-10-15
210,311,SO,94,67,713.9317555,0.86,0,,,,,Draft,2025-07-05
211,238,PO,45,32,48.11695532,0.19,0,,,,,Completed,2025-07-05
212,393,PO,35,6,278.2244996,0.35,0,,,,,Draft,2025-07-05
213,330,SO,41,7,366.0019224,0.80,0,,,,,Pending,2025-07-05
214,27,PO,62,81,72.95841555,0.28,0,,,,,Shipped,2025-07-17
215,432,SO,91,82,859.2353493,0.14,0,,,,,Cancelled,2025-07-17
216,485,PO,85,1,518.3633345,0.78,0,,,,,Draft,2025-07-17
217,125,PO,27,60,119.3166002,0.31,0,,,,,Completed,2025-07-17
218,377,SO,10,32,436.4610116,0.20,0,,,,,Completed,2025-09-27
219,498,SO,6,87,121.0247297,0.42,0,,,,,Completed,2025-09-27
220,28,SO,39,6,845.0254474,0.66,0,,,,,Pending,2025-09-27
221,99,PO,43,68,257.4881237,0.33,0,,,,,Pending,2025-09-27
222,105,PO,70,39,158.1243807,0.58,0,,,,,Draft,2025-07-12
223,282,SO,31,81,507.8440831,0.18,0,,,,,Shipped,2025-07-12
224,194,PO,33,75,83.26591772,0.37,0,,,,,Shipped,2025-08-30
225,381,SO,93,38,151.5611772,0.23,0,,,,,Draft,2025-08-30
226,103,SO,89,85,217.7638857,0.91,0,,,,,Received,2025-08-30
227,54,PO,92,38,493.8843693,0.81,0,,,,,Draft,2025-11-16
228,199,SO,18,48,631.8506593,0.76,0,,,,,Draft,2025-08-14
229,322,PO,87,64,367.8016747,0.17,0,,,,,Shipped,2025-08-06
230,203,SO,96,6,724.9114273,0.77,0,,,,,Draft,2025-08-06
231,116,SO,53,66,97.58141709,0.14,0,,,,,Draft,2025-08-06
232,178,PO,26,44,511.2116554,0.70,0,,,,,Pending,2025-02-26
233,330,PO,20,88,156.0828595,0.95,0,,,,,Pending,2025-03-08
234,179,PO,40,83,655.4957719,0.61,0,,,,,Draft,2025-03-08
235,399,PO,82,8,822.1129843,0.93,0,,,,,Pending,2025-03-08
236,296,PO,42,73,975.322436,1.00,0,,,,,Pending,2025-03-08
237,167,PO,1,53,785.1277151,0.63,0,,,,,Shipped,2025-03-08
238,402,SO,20,81,460.0753131,0.65,0,,,,,Cancelled,2025-09-10
239,4,SO,87,6,283.221078,0.76,0,,,,,Submitted,2025-09-10
240,296,PO,97,26,845.9710359,0.24,0,,,,,Pending,2025-08-17
241,80,SO,13,32,67.89949612,0.19,0,,,,,Draft,2025-11-26
242,123,SO,100,61,417.4331147,0.27,0,,,,,Draft,2025-11-26
243,53,PO,55,37,227.5154019,0.64,0,,,,,Submitted,2025-11-26
244,275,SO,4,15,478.8854455,0.74,0,,,,,Draft,2025-11-26
245,305,SO,48,85,772.9721783,0.19,0,,,,,Completed,2025-11-26
246,38,SO,5,77,123.9456398,0.49,0,,,,,Submitted,2025-09-21
247,358,PO,37,5,387.5774343,0.44,0,,,,,Received,2025-09-21
248,380,PO,26,15,803.3917697,0.80,0,,,,,Completed,2025-09-21
249,259,SO,31,89,1.500586086,0.28,0,,,,,Received,2025-01-16
250,112,SO,24,58,306.9880393,0.07,0,,,,,Received,2025-05-13
251,387,SO,1,85,894.5985185,0.38,0,,,,,Completed,2025-09-20
252,456,PO,39,88,190.7632773,0.35,0,,,,,Shipped,2025-09-20
253,482,SO,67,42,24.45037577,0.02,0,,,,,Shipped,2025-09-20
254,115,SO,26,81,229.7404939,0.81,0,,,,,Submitted,2025-09-20
255,168,PO,88,47,774.9500958,0.74,0,,,,,Submitted,2025-09-20
256,421,SO,91,58,1.143658463,0.86,0,,,,,Completed,2025-12-20
257,144,SO,57,78,521.0355339,0.67,0,,,,,Draft,2025-08-11
258,392,PO,58,21,315.1119339,0.49,0,,,,,Pending,2025-08-11
259,274,PO,83,53,393.9974914,0.46,0,,,,,Shipped,2025-10-02
260,209,SO,72,40,534.9057524,0.42,0,,,,,Completed,2025-10-02
261,232,PO,43,56,636.8516284,0.80,0,,,,,Pending,2025-10-02
262,173,SO,54,85,258.0982373,0.49,0,,,,,Received,2025-10-02
263,225,PO,51,20,578.6333352,0.56,0,,,,,Pending,2025-10-14
264,160,SO,6,14,771.5323659,0.91,0,,,,,Received,2025-03-27
265,351,PO,61,65,788.981052,0.46,0,,,,,Draft,2025-03-27
266,67,PO,69,32,818.7447206,0.41,0,,,,,Received,2025-03-27
267,177,SO,60,43,549.4201851,0.82,0,,,,,Cancelled,2025-03-27
268,109,PO,46,79,717.5832347,0.05,0,,,,,Pending,2025-03-29
269,333,PO,1,71,685.3859703,0.21,0,,,,,Submitted,2025-03-29
270,459,PO,11,78,691.983102,0.16,0,,,,,Draft,2025-12-19
271,498,SO,48,53,723.8968278,0.63,0,,,,,Received,2025-12-19
272,209,SO,20,22,405.0382724,0.40,0,,,,,Completed,2025-12-19
273,259,PO,89,72,597.1937873,0.08,0,,,,,Pending,2025-10-14
274,139,SO,49,12,335.9656396,0.23,0,,,,,Shipped,2025-10-14
275,384,SO,94,15,914.515663,0.08,0,,,,,Received,2025-11-26
276,205,PO,83,79,582.284045,0.12,0,,,,,Completed,2025-11-26
277,275,SO,64,71,525.01907,0.24,0,,,,,Submitted,2025-11-26
278,347,SO,7,52,407.1202616,0.79,0,,,,,Cancelled,2025-03-12
279,444,PO,72,36,437.8437801,0.47,0,,,,,Cancelled,2025-03-12
280,424,SO,51,81,922.2367024,0.72,0,,,,,Completed,2025-03-12
281,493,PO,3,58,534.2542988,0.76,0,,,,,Shipped,2025-03-12
282,326,PO,23,100,498.0018741,0.05,0,,,,,Shipped,2025-09-05
283,248,PO,83,16,176.0735035,0.09,0,,,,,Draft,2025-09-05
284,216,PO,86,8,135.5715596,0.96,0,,,,,Cancelled,2025-09-05
285,122,SO,32,7,199.3020717,0.21,0,,,,,Submitted,2025-09-05
286,87,SO,12,43,203.1172205,0.85,0,,,,,Draft,2025-09-05
287,164,PO,94,10,687.5527713,0.81,0,,,,,Submitted,2025-07-28
288,405,SO,48,21,721.7556981,0.34,0,,,,,Submitted,2025-07-28
289,398,SO,62,28,793.0090211,0.57,0,,,,,Pending,2025-06-10
290,297,PO,28,11,148.2514751,0.50,0,,,,,Received,2025-06-10
291,385,SO,12,86,49.95970961,0.19,0,,,,,Pending,2025-10-08
292,74,PO,81,59,216.5567753,0.70,0,,,,,Cancelled,2025-10-08
293,243,SO,52,76,585.1021227,0.36,0,,,,,Submitted,2025-10-08
294,92,SO,29,4,510.4272011,0.68,0,,,,,Completed,2025-10-12
295,423,PO,100,47,237.9094608,0.14,0,,,,,Received,2025-07-03
296,97,SO,28,43,701.9276524,0.86,0,,,,,Received,2025-07-03
297,77,SO,21,31,372.2160214,0.98,0,,,,,Completed,2025-07-03
298,94,SO,36,22,728.4766356,0.82,0,,,,,Shipped,2025-07-03
299,443,PO,2,72,486.1958794,0.92,0,,,,,Draft,2025-07-03
300,373,PO,49,70,32.64307694,0.22,0,,,,,Submitted,2025-06-02
301,72,PO,6,46,152.139967,0.02,0,,,,,Cancelled,2025-03-01
302,95,PO,78,99,558.3113625,0.80,0,,,,,Received,2025-03-14
303,220,PO,65,58,270.5345697,0.02,4,2025-04-12,,,,Completed,2025-03-14
304,119,PO,21,20,703.7911296,0.87,0,,,,,Received,2025-03-14
305,174,PO,78,63,676.2011765,0.37,0,,,,,Shipped,2025-03-14
306,130,SO,43,27,362.3235739,0.13,0,,,,,Completed,2025-08-09
307,152,PO,98,96,249.5875332,0.93,0,,,,,Draft,2025-08-09
308,371,PO,14,52,534.1990579,0.70,0,,,,,Draft,2025-08-09
309,122,SO,24,28,466.2412009,0.99,0,,,,,Cancelled,2025-08-09
310,116,PO,98,47,538.9555976,0.24,0,,,,,Draft,2025-11-15
311,158,PO,21,93,755.2143075,0.08,0,,,,,Draft,2025-11-15
312,33,SO,22,14,373.0988825,0.70,0,,,,,Submitted,2025-11-15
313,224,SO,4,71,766.4307186,0.89,0,,,,,Received,2025-11-15
314,282,PO,53,83,296.3254847,0.17,0,,,,,Draft,2025-11-15
315,8,PO,48,63,192.3080782,0.16,0,,,,,Pending,2025-01-20
316,383,PO,78,68,850.8159142,0.86,0,,,,,Cancelled,2025-06-25
317,151,SO,5,37,815.206817,0.61,0,,,,,Draft,2025-06-25
318,344,SO,23,66,552.898377,0.20,0,,,,,Shipped,2025-06-25
319,53,SO,50,35,15.23942474,0.05,0,,,,,Shipped,2025-05-16
320,444,SO,36,42,788.9885802,0.39,0,,,,,Draft,2025-05-16
321,2,PO,37,31,768.9066672,0.49,2,2025-06-15,,,,Submitted,2025-05-16
322,228,SO,13,24,608.5444088,0.83,0,,,,,Shipped,2025-05-16
323,54,SO,25,14,784.8446416,0.83,0,,,,,Pending,2025-12-08
324,447,PO,12,45,261.8055515,0.67,0,,,,,Cancelled,2025-12-08
325,467,PO,3,1,586.2098773,0.54,0,,,,,Draft,2025-12-08
326,120,SO,1,92,370.9260212,0.70,0,,,,,Received,2025-12-08
327,289,SO,30,90,178.0592777,0.24,0,,,,,Submitted,2025-09-17
328,393,SO,56,93,456.9723221,0.65,0,,,,,Draft,2025-07-08
329,439,SO,24,57,191.2911595,0.21,0,,,,,Draft,2025-07-08
330,286,SO,93,10,345.0087689,0.25,0,,,,,Submitted,2025-07-08
331,355,SO,28,43,721.7118879,0.53,0,,,,,Submitted,2025-07-08
332,351,SO,54,92,423.5956059,0.96,0,,,,,Cancelled,2025-07-08
333,2,SO,1,93,273.6241739,0.39,0,,,,,Received,2025-02-15
334,349,PO,61,75,297.5913681,0.85,0,,,,,Completed,2025-02-15
335,100,SO,8,20,452.6569879,0.10,0,,,,,Shipped,2025-01-31
336,165,PO,20,86,513.9013109,0.56,0,,,,,Draft,2025-01-31
337,302,PO,30,42,153.666042,0.02,0,,,,,Draft,2025-01-31
338,145,PO,13,46,494.102371,0.44,0,,,,,Pending,2025-02-28
339,401,PO,54,38,668.3401194,0.58,0,,,,,Cancelled,2025-02-28
340,159,SO,77,57,826.67769,0.25,0,,,,,Completed,2025-02-28
341,416,SO,2,11,246.1913981,0.54,0,,,,,Shipped,2025-02-28
342,318,SO,35,74,671.5122717,0.04,0,,,,,Shipped,2025-06-14
343,43,SO,63,89,425.0521666,1.00,0,,,,,Pending,2025-06-14
344,248,SO,31,18,242.5618571,0.17,0,,,,,Pending,2025-06-14
345,433,SO,71,54,786.8340565,0.57,0,,,,,Draft,2025-07-07
346,27,SO,54,97,459.0614489,0.46,0,,,,,Pending,2025-07-07
347,261,PO,13,25,465.5440949,0.47,0,,,,,Received,2025-07-07
348,66,PO,11,72,704.7652362,0.76,0,,,,,Submitted,2025-07-07
349,96,SO,84,30,652.4327719,0.92,0,,,,,Submitted,2025-07-07
350,472,SO,97,6,787.6061431,0.13,0,,,,,Shipped,2025-10-31
351,85,SO,21,5,813.3372629,0.32,0,,,,,Shipped,2025-10-31
352,307,PO,44,33,243.5588575,0.48,0,,,,,Pending,2025-10-31
353,8,SO,21,35,302.0676617,0.89,0,,,,,Received,2025-10-31
354,395,PO,15,62,938.7357506,0.88,0,,,,,Received,2025-02-03
355,476,PO,55,18,357.9785451,0.01,0,,,,,Draft,2025-02-03
356,483,SO,44,36,868.8169415,0.40,0,,,,,Shipped,2025-02-03
357,56,SO,15,86,93.21170038,0.57,0,,,,,Cancelled,2025-02-03
358,380,PO,86,20,276.4167695,0.41,0,,,,,Shipped,2025-02-03
359,326,SO,86,82,373.6537904,0.41,0,,,,,Received,2025-11-29
360,146,SO,41,28,862.1433581,0.21,0,,,,,Pending,2025-11-29
